training_id,personnel_id,course_name,start_date,end_date,training_hours
P00036-TR07,P00036,Crowd Management,2025-12-01,2025-12-03,8.5
P00037-TR01,P00037,Physical Efficiency Test Preparation,2025-11-29,2025-12-01,17.4
P00037-TR02,P00037,Communications and Signals,2024-12-16,2024-12-18,15.9
P00037-TR03,P00037,Jungle Warfare Refresher,2025-03-21,2025-03-22,7.1
P00037-TR04,P00037,Crowd Management,2026-02-20,2026-02-21,12.2
P00037-TR05,P00037,Communications and Signals,2025-07-30,2025-07-31,4.0
P00037-TR06,P00037,Communications and Signals,2025-06-27,2025-06-29,11.9
P00037-TR07,P00037,Weapons Refresher,2025-02-04,2025-02-05,8.3
P00037-TR08,P00037,Communications and Signals,2026-06-08,2026-06-09,11.2
P00037-TR09,P00037,Stress Management Workshop,2026-07-17,2026-07-23,44.8
P00037-TR10,P00037,Physical Efficiency Test Preparation,2024-12-26,2025-01-01,45.6
P00037-TR11,P00037,Crowd Management,2026-06-05,2026-06-07,12.2
P00037-TR12,P00037,Physical Efficiency Test Preparation,2025-11-02,2025-11-04,12.6
P00037-TR13,P00037,Communications and Signals,2026-08-22,2026-08-23,5.7
P00037-TR14,P00037,Crowd Management,2025-08-17,2025-08-20,17.0
P00037-TR15,P00037,Counter-IED Awareness,2026-03-14,2026-03-19,38.9
P00038-TR01,P00038,Jungle Warfare Refresher,2024-12-20,2024-12-25,36.0
P00038-TR02,P00038,Physical Efficiency Test Preparation,2026-01-16,2026-01-17,7.3
P00038-TR03,P00038,Weapons Refresher,2025-01-19,2025-01-23,27.9
P00038-TR04,P00038,Crowd Management,2024-09-15,2024-09-18,22.5
P00038-TR05,P00038,Jungle Warfare Refresher,2025-05-10,2025-05-12,19.9
P00038-TR06,P00038,Jungle Warfare Refresher,2025-07-04,2025-07-08,27.2
P00038-TR07,P00038,Weapons Refresher,2024-12-27,2024-12-28,10.3
P00038-TR08,P00038,Stress Management Workshop,2026-05-12,2026-05-15,23.5
P00038-TR09,P00038,First Response and Trauma Care,2026-07-10,2026-07-17,58.8
P00038-TR10,P00038,Weapons Refresher,2025-06-11,2025-06-14,24.0
P00038-TR11,P00038,First Response and Trauma Care,2024-10-17,2024-10-19,12.9
P00038-TR12,P00038,Stress Management Workshop,2026-05-31,2026-06-04,29.6
P00038-TR13,P00038,Weapons Refresher,2024-09-29,2024-10-01,12.5
P00038-TR14,P00038,Physical Efficiency Test Preparation,2025-04-06,2025-04-08,14.4
P00038-TR15,P00038,Communications and Signals,2024-10-18,2024-10-20,17.7
P00039-TR01,P00039,Communications and Signals,2025-07-10,2025-07-14,39.0
P00039-TR02,P00039,Crowd Management,2025-08-04,2025-08-09,41.3
P00039-TR03,P00039,Communications and Signals,2025-12-31,2026-01-01,6.2
P00039-TR04,P00039,Stress Management Workshop,2024-11-03,2024-11-05,9.0
P00039-TR05,P00039,Physical Efficiency Test Preparation,2025-05-23,2025-05-25,16.6
P00039-TR06,P00039,Physical Efficiency Test Preparation,2025-01-07,2025-01-12,40.3
P00039-TR07,P00039,Weapons Refresher,2025-02-15,2025-02-17,14.6
P00039-TR08,P00039,Jungle Warfare Refresher,2025-05-30,2025-06-05,55.4
P00039-TR09,P00039,Jungle Warfare Refresher,2026-05-27,2026-06-03,60.0
P00039-TR10,P00039,Counter-IED Awareness,2025-06-17,2025-06-20,18.9
P00039-TR11,P00039,Weapons Refresher,2024-10-30,2024-10-31,5.0
P00039-TR12,P00039,Counter-IED Awareness,2025-05-26,2025-05-27,10.7
P00040-TR01,P00040,Stress Management Workshop,2026-04-03,2026-04-06,26.3
P00040-TR02,P00040,Communications and Signals,2025-12-16,2025-12-18,15.7
P00040-TR03,P00040,Weapons Refresher,2024-12-04,2024-12-09,37.4
P00040-TR04,P00040,Jungle Warfare Refresher,2024-12-02,2024-12-06,28.6
P00040-TR05,P00040,Stress Management Workshop,2026-02-11,2026-02-13,8.8
P00040-TR06,P00040,Crowd Management,2026-07-13,2026-07-16,24.5
P00041-TR01,P00041,Counter-IED Awareness,2024-09-15,2024-09-17,17.4
P00041-TR02,P00041,Physical Efficiency Test Preparation,2025-05-16,2025-05-18,11.5
P00041-TR03,P00041,Physical Efficiency Test Preparation,2025-11-12,2025-11-14,18.5
P00041-TR04,P00041,Stress Management Workshop,2025-09-04,2025-09-05,10.9
P00041-TR05,P00041,Stress Management Workshop,2025-05-12,2025-05-14,15.2
P00041-TR06,P00041,First Response and Trauma Care,2025-05-16,2025-05-18,14.5
P00041-TR07,P00041,Jungle Warfare Refresher,2025-10-01,2025-10-04,20.2
P00041-TR08,P00041,Physical Efficiency Test Preparation,2026-01-18,2026-01-22,28.5
P00041-TR09,P00041,Jungle Warfare Refresher,2025-03-25,2025-03-26,4.0
P00041-TR10,P00041,Counter-IED Awareness,2026-01-12,2026-01-14,17.8
P00041-TR11,P00041,Counter-IED Awareness,2026-03-12,2026-03-14,18.8
P00042-TR01,P00042,Jungle Warfare Refresher,2024-10-24,2024-10-29,41.1
P00042-TR02,P00042,Physical Efficiency Test Preparation,2025-05-24,2025-05-27,27.0
P00042-TR03,P00042,Crowd Management,2026-05-24,2026-05-27,18.1
P00042-TR04,P00042,Stress Management Workshop,2025-10-01,2025-10-06,40.0
P00042-TR05,P00042,Counter-IED Awareness,2024-10-15,2024-10-16,11.1
P00042-TR06,P00042,First Response and Trauma Care,2024-11-15,2024-11-18,27.3
P00043-TR01,P00043,Crowd Management,2025-06-22,2025-06-24,10.5
P00043-TR02,P00043,Physical Efficiency Test Preparation,2024-12-11,2024-12-13,16.2
P00043-TR03,P00043,Crowd Management,2024-12-27,2024-12-28,5.9
P00043-TR04,P00043,Jungle Warfare Refresher,2024-11-21,2024-11-24,22.8
P00043-TR05,P00043,Communications and Signals,2026-04-19,2026-04-22,30.0
P00043-TR06,P00043,Stress Management Workshop,2026-05-02,2026-05-07,38.3
P00043-TR07,P00043,First Response and Trauma Care,2026-01-10,2026-01-13,24.6
P00043-TR08,P00043,Physical Efficiency Test Preparation,2025-12-17,2025-12-19,17.4
P00043-TR09,P00043,Counter-IED Awareness,2026-05-12,2026-05-14,15.3
P00043-TR10,P00043,Crowd Management,2025-11-03,2025-11-07,32.8
P00043-TR11,P00043,Crowd Management,2026-01-18,2026-01-19,15.1
P00043-TR12,P00043,Communications and Signals,2026-03-24,2026-03-25,10.1
P00043-TR13,P00043,Communications and Signals,2024-10-25,2024-10-31,53.3
P00043-TR14,P00043,Stress Management Workshop,2025-02-28,2025-03-04,33.8
P00043-TR15,P00043,Crowd Management,2025-08-11,2025-08-15,27.3
P00043-TR16,P00043,Crowd Management,2025-10-25,2025-10-27,13.2
P00044-TR01,P00044,Counter-IED Awareness,2025-01-01,2025-01-07,44.2
P00044-TR02,P00044,Weapons Refresher,2026-03-16,2026-03-21,37.9
P00044-TR03,P00044,Communications and Signals,2026-04-14,2026-04-15,7.6
P00044-TR04,P00044,Stress Management Workshop,2026-08-29,2026-08-30,8.4
P00044-TR05,P00044,Communications and Signals,2026-02-27,2026-03-02,22.9
P00044-TR06,P00044,Crowd Management,2025-08-05,2025-08-06,8.7
P00044-TR07,P00044,First Response and Trauma Care,2026-03-20,2026-03-23,25.5
P00044-TR08,P00044,Weapons Refresher,2024-12-16,2024-12-18,21.1
P00045-TR01,P00045,Stress Management Workshop,2024-11-10,2024-11-11,10.3
P00045-TR02,P00045,Communications and Signals,2024-11-07,2024-11-09,14.1
P00045-TR03,P00045,Weapons Refresher,2026-08-10,2026-08-12,14.9
P00045-TR04,P00045,Counter-IED Awareness,2025-03-23,2025-03-24,10.3
P00045-TR05,P00045,Physical Efficiency Test Preparation,2026-02-11,2026-02-12,13.4
P00045-TR06,P00045,First Response and Trauma Care,2025-10-07,2025-10-10,19.3
P00045-TR07,P00045,Jungle Warfare Refresher,2025-06-10,2025-06-17,51.1
P00045-TR08,P00045,Stress Management Workshop,2024-09-06,2024-09-07,5.8
P00045-TR09,P00045,Counter-IED Awareness,2026-08-28,2026-08-31,21.5
P00045-TR10,P00045,Stress Management Workshop,2025-12-22,2025-12-24,13.6
P00045-TR11,P00045,Communications and Signals,2025-09-19,2025-09-22,25.0
P00045-TR12,P00045,Communications and Signals,2025-07-15,2025-07-18,27.5
P00046-TR01,P00046,Jungle Warfare Refresher,2025-09-22,2025-09-25,28.9
P00046-TR02,P00046,Weapons Refresher,2025-01-10,2025-01-11,6.8
P00046-TR03,P00046,Stress Management Workshop,2024-12-16,2024-12-19,28.8
P00046-TR04,P00046,Jungle Warfare Refresher,2025-11-11,2025-11-19,60.0
P00046-TR05,P00046,Weapons Refresher,2026-02-25,2026-03-02,37.9
P00046-TR06,P00046,Counter-IED Awareness,2024-10-14,2024-10-16,16.9
P00046-TR07,P00046,Stress Management Workshop,2025-11-08,2025-11-09,6.7
P00046-TR08,P00046,Stress Management Workshop,2026-06-18,2026-06-19,7.9
P00046-TR09,P00046,First Response and Trauma Care,2026-04-27,2026-05-01,31.6
P00047-TR01,P00047,Crowd Management,2025-09-13,2025-09-15,15.3
P00047-TR02,P00047,Communications and Signals,2026-06-09,2026-06-12,26.4
P00047-TR03,P00047,Communications and Signals,2025-12-10,2025-12-17,57.6
P00047-TR04,P00047,Jungle Warfare Refresher,2024-11-26,2024-11-29,20.4
P00047-TR05,P00047,Physical Efficiency Test Preparation,2024-12-11,2024-12-15,35.5
P00047-TR06,P00047,Jungle Warfare Refresher,2026-01-03,2026-01-04,8.8
P00048-TR01,P00048,Weapons Refresher,2026-08-22,2026-08-25,25.4
P00048-TR02,P00048,Crowd Management,2026-02-10,2026-02-11,11.5
P00048-TR03,P00048,Stress Management Workshop,2025-02-05,2025-02-07,16.1
P00048-TR04,P00048,Jungle Warfare Refresher,2026-08-20,2026-08-21,8.0
P00048-TR05,P00048,Stress Management Workshop,2026-06-26,2026-06-28,22.2
P00048-TR06,P00048,Weapons Refresher,2026-03-23,2026-03-27,35.9
P00048-TR07,P00048,Counter-IED Awareness,2026-07-25,2026-07-30,37.4
P00048-TR08,P00048,Physical Efficiency Test Preparation,2025-07-21,2025-07-23,17.1
P00048-TR09,P00048,Communications and Signals,2026-07-27,2026-07-29,14.3
P00049-TR01,P00049,Weapons Refresher,2024-12-04,2024-12-11,54.7
P00049-TR02,P00049,Stress Management Workshop,2026-06-12,2026-06-15,24.1
P00049-TR03,P00049,Physical Efficiency Test Preparation,2025-07-13,2025-07-15,16.7
P00050-TR01,P00050,First Response and Trauma Care,2026-01-12,2026-01-15,29.6
P00050-TR02,P00050,Jungle Warfare Refresher,2026-01-01,2026-01-03,18.6
P00050-TR03,P00050,First Response and Trauma Care,2026-03-18,2026-03-22,31.0
P00050-TR04,P00050,Communications and Signals,2026-07-12,2026-07-14,13.7
P00050-TR05,P00050,Physical Efficiency Test Preparation,2025-08-22,2025-08-24,17.3
P00050-TR06,P00050,Crowd Management,2024-11-10,2024-11-12,11.7
P00050-TR07,P00050,Weapons Refresher,2026-06-28,2026-07-03,36.0
P00050-TR08,P00050,Physical Efficiency Test Preparation,2025-01-29,2025-01-31,19.9
P00050-TR09,P00050,Weapons Refresher,2024-11-14,2024-11-16,14.8
P00050-TR10,P00050,Jungle Warfare Refresher,2025-12-27,2025-12-29,10.7
P00050-TR11,P00050,Counter-IED Awareness,2026-01-27,2026-01-31,35.6
P00050-TR12,P00050,Jungle Warfare Refresher,2025-07-24,2025-07-26,10.3
P00051-TR01,P00051,Crowd Management,2025-11-06,2025-11-12,50.1
P00051-TR02,P00051,Weapons Refresher,2025-08-10,2025-08-14,30.7
P00051-TR03,P00051,Counter-IED Awareness,2026-02-16,2026-02-19,19.3
P00051-TR04,P00051,First Response and Trauma Care,2025-07-19,2025-07-21,17.0
P00051-TR05,P00051,Crowd Management,2026-03-27,2026-03-28,9.4
P00051-TR06,P00051,Crowd Management,2025-06-29,2025-07-01,11.8
P00051-TR07,P00051,Weapons Refresher,2025-02-24,2025-03-01,39.2
P00051-TR08,P00051,Jungle Warfare Refresher,2025-06-26,2025-06-29,27.8
P00052-TR01,P00052,Counter-IED Awareness,2026-04-28,2026-05-01,24.2
P00052-TR02,P00052,Weapons Refresher,2026-04-18,2026-04-20,12.9
P00052-TR03,P00052,Communications and Signals,2025-07-29,2025-08-06,60.0
P00052-TR04,P00052,Jungle Warfare Refresher,2025-03-23,2025-03-27,31.3
P00052-TR05,P00052,Stress Management Workshop,2025-12-06,2025-12-07,7.8
P00052-TR06,P00052,Counter-IED Awareness,2025-01-31,2025-02-02,16.4
P00052-TR07,P00052,First Response and Trauma Care,2025-09-23,2025-09-25,14.2
P00052-TR08,P00052,Stress Management Workshop,2026-04-17,2026-04-18,9.6
P00052-TR09,P00052,Stress Management Workshop,2026-01-27,2026-01-28,11.8
P00053-TR01,P00053,Weapons Refresher,2026-03-28,2026-04-02,42.4
P00053-TR02,P00053,Crowd Management,2026-07-24,2026-07-29,44.8
P00053-TR03,P00053,Weapons Refresher,2026-06-29,2026-07-01,22.4
P00053-TR04,P00053,Physical Efficiency Test Preparation,2025-01-02,2025-01-05,24.9
P00053-TR05,P00053,Crowd Management,2025-11-21,2025-11-23,12.6
P00053-TR06,P00053,Physical Efficiency Test Preparation,2025-12-22,2025-12-23,7.8
P00053-TR07,P00053,Weapons Refresher,2025-09-25,2025-09-28,26.8
P00053-TR08,P00053,Communications and Signals,2025-08-08,2025-08-11,18.4
P00053-TR09,P00053,Stress Management Workshop,2025-07-24,2025-07-28,28.4
P00053-TR10,P00053,Jungle Warfare Refresher,2025-07-29,2025-08-03,35.3
P00053-TR11,P00053,Jungle Warfare Refresher,2026-04-21,2026-04-23,15.5
P00053-TR12,P00053,Counter-IED Awareness,2025-12-20,2025-12-22,19.3
P00053-TR13,P00053,Stress Management Workshop,2025-06-29,2025-07-03,32.8
P00054-TR01,P00054,First Response and Trauma Care,2025-04-13,2025-04-16,28.2
P00054-TR02,P00054,Jungle Warfare Refresher,2025-01-11,2025-01-14,21.8
P00054-TR03,P00054,Stress Management Workshop,2026-02-02,2026-02-06,33.7
P00054-TR04,P00054,Jungle Warfare Refresher,2025-04-24,2025-04-27,25.0
P00054-TR05,P00054,Weapons Refresher,2026-08-05,2026-08-06,8.6
P00054-TR06,P00054,Stress Management Workshop,2025-07-08,2025-07-10,14.3
P00054-TR07,P00054,Physical Efficiency Test Preparation,2024-10-02,2024-10-06,31.8
P00054-TR08,P00054,Communications and Signals,2025-05-27,2025-05-30,22.8
P00055-TR01,P00055,Counter-IED Awareness,2024-11-05,2024-11-07,14.2
P00055-TR02,P00055,Physical Efficiency Test Preparation,2026-08-16,2026-08-18,19.6
P00055-TR03,P00055,Counter-IED Awareness,2025-01-07,2025-01-10,22.9
P00055-TR04,P00055,Physical Efficiency Test Preparation,2026-02-05,2026-02-08,18.3
P00055-TR05,P00055,Physical Efficiency Test Preparation,2025-02-03,2025-02-10,60.0
P00055-TR06,P00055,Jungle Warfare Refresher,2026-01-27,2026-01-30,20.1
P00055-TR07,P00055,Stress Management Workshop,2026-02-18,2026-02-22,30.2
P00055-TR08,P00055,Weapons Refresher,2025-02-04,2025-02-06,17.5
P00056-TR01,P00056,Crowd Management,2025-10-06,2025-10-09,23.0
P00056-TR02,P00056,Counter-IED Awareness,2024-12-15,2024-12-18,22.3
P00056-TR03,P00056,Stress Management Workshop,2025-03-15,2025-03-22,60.0
P00056-TR04,P00056,Crowd Management,2024-12-05,2024-12-06,13.0
P00057-TR01,P00057,Weapons Refresher,2025-02-08,2025-02-09,6.3
P00057-TR02,P00057,Weapons Refresher,2024-10-05,2024-10-08,23.5
P00057-TR03,P00057,Stress Management Workshop,2025-08-22,2025-08-24,12.2
P00057-TR04,P00057,Stress Management Workshop,2026-03-09,2026-03-13,34.5
P00057-TR05,P00057,First Response and Trauma Care,2025-04-28,2025-04-29,4.0
P00057-TR06,P00057,Weapons Refresher,2025-11-13,2025-11-16,22.0
P00057-TR07,P00057,Jungle Warfare Refresher,2025-03-28,2025-04-04,60.0
P00057-TR08,P00057,Jungle Warfare Refresher,2026-03-17,2026-03-22,42.4
P00057-TR09,P00057,Counter-IED Awareness,2025-02-23,2025-02-25,11.8
P00058-TR01,P00058,Communications and Signals,2025-05-05,2025-05-07,20.3
P00058-TR02,P00058,Communications and Signals,2025-12-15,2025-12-17,9.7
P00058-TR03,P00058,Crowd Management,2025-07-19,2025-07-21,20.4
P00058-TR04,P00058,Weapons Refresher,2024-11-29,2024-11-30,4.0
P00058-TR05,P00058,Stress Management Workshop,2024-09-04,2024-09-07,27.2
P00058-TR06,P00058,Physical Efficiency Test Preparation,2026-07-15,2026-07-17,10.5
P00058-TR07,P00058,Physical Efficiency Test Preparation,2026-07-11,2026-07-13,13.2
P00058-TR08,P00058,Counter-IED Awareness,2024-10-11,2024-10-13,16.4
P00058-TR09,P00058,First Response and Trauma Care,2025-07-14,2025-07-16,20.3
P00058-TR10,P00058,Counter-IED Awareness,2025-04-20,2025-04-22,9.4
P00058-TR11,P00058,First Response and Trauma Care,2025-04-27,2025-05-03,43.9
P00058-TR12,P00058,Communications and Signals,2024-11-14,2024-11-17,25.0
P00058-TR13,P00058,Stress Management Workshop,2025-12-05,2025-12-06,12.5
P00058-TR14,P00058,Counter-IED Awareness,2025-04-05,2025-04-06,7.7
P00059-TR01,P00059,Stress Management Workshop,2026-08-17,2026-08-19,21.2
P00059-TR02,P00059,Physical Efficiency Test Preparation,2024-09-18,2024-09-20,16.6
P00059-TR03,P00059,First Response and Trauma Care,2024-11-04,2024-11-07,22.2
P00059-TR04,P00059,Jungle Warfare Refresher,2026-01-18,2026-01-21,24.5
P00059-TR05,P00059,Counter-IED Awareness,2024-10-01,2024-10-07,46.5
P00059-TR06,P00059,Physical Efficiency Test Preparation,2025-10-11,2025-10-13,15.1
P00059-TR07,P00059,First Response and Trauma Care,2024-11-24,2024-11-25,11.2
P00059-TR08,P00059,Jungle Warfare Refresher,2025-07-05,2025-07-07,15.2
P00060-TR01,P00060,Stress Management Workshop,2025-06-29,2025-07-02,17.1
P00060-TR02,P00060,Jungle Warfare Refresher,2025-12-02,2025-12-03,4.0
P00060-TR03,P00060,Counter-IED Awareness,2024-09-22,2024-09-24,16.3
P00060-TR04,P00060,Counter-IED Awareness,2025-12-03,2025-12-06,24.6
P00060-TR05,P00060,First Response and Trauma Care,2025-06-11,2025-06-18,54.3
P00060-TR06,P00060,Jungle Warfare Refresher,2025-11-14,2025-11-15,10.1
P00060-TR07,P00060,Weapons Refresher,2025-03-04,2025-03-07,25.2
P00060-TR08,P00060,First Response and Trauma Care,2025-12-25,2025-12-31,47.2
P00061-TR01,P00061,Weapons Refresher,2026-05-05,2026-05-08,23.2
P00061-TR02,P00061,Weapons Refresher,2025-12-02,2025-12-03,13.4
P00061-TR03,P00061,Physical Efficiency Test Preparation,2026-07-13,2026-07-18,38.6
P00061-TR04,P00061,Physical Efficiency Test Preparation,2025-09-06,2025-09-07,12.9
P00061-TR05,P00061,Jungle Warfare Refresher,2026-03-27,2026-04-03,55.1
P00061-TR06,P00061,Jungle Warfare Refresher,2025-01-21,2025-01-24,21.7
P00061-TR07,P00061,Stress Management Workshop,2025-10-27,2025-10-28,12.8
P00061-TR08,P00061,First Response and Trauma Care,2024-09-26,2024-09-27,10.7
P00061-TR09,P00061,First Response and Trauma Care,2025-01-06,2025-01-07,8.4
P00061-TR10,P00061,Physical Efficiency Test Preparation,2025-05-22,2025-05-23,4.3
P00061-TR11,P00061,Jungle Warfare Refresher,2025-02-18,2025-02-22,34.4
P00061-TR12,P00061,Crowd Management,2026-06-29,2026-07-02,22.8
P00061-TR13,P00061,Weapons Refresher,2025-05-04,2025-05-05,10.3
P00061-TR14,P00061,Crowd Management,2026-07-05,2026-07-12,56.4
P00061-TR15,P00061,Crowd Management,2025-03-01,2025-03-02,7.5
P00062-TR01,P00062,Crowd Management,2026-04-25,2026-04-26,4.8
P00062-TR02,P00062,Crowd Management,2026-05-17,2026-05-19,17.0
P00062-TR03,P00062,Counter-IED Awareness,2026-04-22,2026-04-23,10.4
P00062-TR04,P00062,Counter-IED Awareness,2026-08-29,2026-09-01,30.4
P00062-TR05,P00062,Weapons Refresher,2025-07-06,2025-07-10,37.9
P00062-TR06,P00062,Crowd Management,2026-01-19,2026-01-22,20.2
P00062-TR07,P00062,Communications and Signals,2025-11-23,2025-11-25,14.6
P00062-TR08,P00062,Stress Management Workshop,2025-06-09,2025-06-11,11.1
P00062-TR09,P00062,Communications and Signals,2025-07-17,2025-07-21,33.5
P00062-TR10,P00062,Communications and Signals,2024-12-31,2025-01-02,14.1
P00062-TR11,P00062,Crowd Management,2026-01-18,2026-01-20,12.8
P00063-TR01,P00063,Communications and Signals,2026-01-17,2026-01-23,44.1
P00063-TR02,P00063,First Response and Trauma Care,2025-05-19,2025-05-20,12.8
P00063-TR03,P00063,Physical Efficiency Test Preparation,2025-05-01,2025-05-08,60.0
P00063-TR04,P00063,Counter-IED Awareness,2024-09-12,2024-09-15,24.5
P00063-TR05,P00063,Jungle Warfare Refresher,2024-11-02,2024-11-06,29.4
P00063-TR06,P00063,First Response and Trauma Care,2026-08-06,2026-08-08,20.1
P00063-TR07,P00063,Physical Efficiency Test Preparation,2025-04-27,2025-04-29,17.2
P00063-TR08,P00063,Crowd Management,2026-02-15,2026-02-16,4.5
P00063-TR09,P00063,Weapons Refresher,2024-12-12,2024-12-16,37.3
P00063-TR10,P00063,Crowd Management,2025-04-22,2025-04-23,4.1
P00064-TR01,P00064,Weapons Refresher,2025-03-11,2025-03-15,34.2
P00064-TR02,P00064,Weapons Refresher,2025-08-11,2025-08-13,18.0
P00064-TR03,P00064,First Response and Trauma Care,2026-05-30,2026-05-31,8.3
P00064-TR04,P00064,Counter-IED Awareness,2026-03-28,2026-03-30,18.2
P00064-TR05,P00064,Weapons Refresher,2025-07-05,2025-07-11,45.0
P00064-TR06,P00064,Communications and Signals,2024-11-23,2024-11-25,21.3
P00064-TR07,P00064,Counter-IED Awareness,2024-11-26,2024-11-28,15.8
P00064-TR08,P00064,Stress Management Workshop,2026-02-23,2026-02-26,21.7
P00064-TR09,P00064,First Response and Trauma Care,2025-04-20,2025-04-21,6.0
P00064-TR10,P00064,First Response and Trauma Care,2026-01-30,2026-02-01,16.2
P00064-TR11,P00064,Crowd Management,2025-10-03,2025-10-07,28.7
P00064-TR12,P00064,Weapons Refresher,2026-07-18,2026-07-24,44.8
P00064-TR13,P00064,Jungle Warfare Refresher,2026-03-03,2026-03-06,23.0
P00064-TR14,P00064,Jungle Warfare Refresher,2025-07-02,2025-07-04,9.4
P00064-TR15,P00064,Jungle Warfare Refresher,2025-06-10,2025-06-11,8.8
P00065-TR01,P00065,Stress Management Workshop,2026-05-10,2026-05-13,20.3
P00065-TR02,P00065,Physical Efficiency Test Preparation,2025-11-08,2025-11-11,26.5
P00065-TR03,P00065,Crowd Management,2025-12-23,2025-12-25,13.2
P00065-TR04,P00065,Stress Management Workshop,2026-06-26,2026-06-27,4.0
P00065-TR05,P00065,Counter-IED Awareness,2025-12-08,2025-12-11,21.4
