personnel_id,month_start,days_on_duty,total_duty_hours,mean_daily_duty_hours,daily_duty_hours_sd,night_shifts,weekly_offs_entitled,weekly_offs_availed
P00019,2025-10-31,31,380.7,12.28,2.23,5,4,0
P00019,2025-12-01,28,317.6,11.34,2.24,4,4,0
P00019,2025-12-31,28,328.7,11.74,3.77,7,4,0
P00019,2026-01-30,31,367.2,11.84,1.01,3,4,2
P00019,2026-03-02,28,316.0,11.29,1.45,5,4,2
P00019,2026-04-01,25,298.6,11.94,3.6,4,4,1
P00019,2026-05-02,30,352.4,11.75,1.15,4,4,1
P00019,2026-06-01,24,268.8,11.2,3.05,4,4,0
P00019,2026-07-02,25,288.5,11.54,1.1,5,4,1
P00019,2026-08-01,27,317.7,11.77,1.44,5,4,1
P00020,2024-08-31,30,267.3,8.91,2.9,4,4,2
P00020,2024-09-30,29,263.0,9.07,3.75,5,4,2
P00020,2024-10-31,28,230.2,8.22,4.17,4,4,3
P00020,2024-11-30,28,234.6,8.38,2.77,7,4,4
P00020,2024-12-31,28,231.9,8.28,0.22,4,4,2
P00020,2025-01-30,29,242.8,8.37,1.22,5,4,3
P00020,2025-03-02,28,229.9,8.21,2.19,11,4,3
P00020,2025-04-01,28,238.8,8.53,2.42,7,4,3
P00020,2025-05-01,28,216.0,7.71,0.64,6,4,4
P00020,2025-06-01,30,266.8,8.89,3.65,14,4,2
P00020,2025-07-01,30,241.2,8.04,3.59,8,4,3
P00020,2025-08-01,28,226.5,8.09,1.7,6,4,1
P00020,2025-08-31,31,267.1,8.62,2.39,4,4,3
P00020,2025-10-01,31,261.3,8.43,0.86,3,4,1
P00020,2025-10-31,31,265.0,8.55,4.49,7,4,4
P00020,2025-12-01,27,232.1,8.6,4.89,7,4,3
P00020,2025-12-31,31,275.7,8.89,0.23,9,4,1
P00020,2026-01-30,28,232.7,8.31,1.66,2,4,1
P00020,2026-03-02,28,218.0,7.78,1.55,5,4,1
P00020,2026-04-01,27,223.4,8.27,0.85,8,4,2
P00020,2026-05-02,28,208.6,7.45,0.51,5,4,2
P00020,2026-06-01,31,252.7,8.15,3.41,6,4,3
P00020,2026-07-02,27,193.2,7.16,3.9,7,4,2
P00020,2026-08-01,26,196.8,7.57,1.82,4,4,2
P00021,2024-08-31,31,420.9,13.58,4.18,6,4,4
P00021,2024-09-30,31,418.8,13.51,1.33,8,4,0
P00021,2024-10-31,29,392.2,13.53,5.14,4,4,0
P00021,2024-11-30,29,372.7,12.85,0.62,2,4,0
P00021,2024-12-31,30,412.4,13.75,6.0,7,4,1
P00021,2025-01-30,31,442.7,14.28,1.95,6,4,0
P00021,2025-03-02,29,405.2,13.97,2.95,8,4,1
P00021,2025-04-01,31,391.1,12.62,3.12,5,4,2
P00021,2025-05-01,30,393.5,13.12,1.46,16,4,0
P00021,2025-06-01,31,388.0,12.52,2.34,13,4,2
P00021,2025-07-01,30,388.6,12.95,1.47,9,4,1
P00021,2025-08-01,28,371.3,13.26,1.46,7,4,0
P00021,2025-08-31,29,415.7,14.33,0.73,10,4,2
P00021,2025-10-01,31,441.2,14.23,1.02,6,4,1
P00021,2025-10-31,28,382.9,13.67,2.94,3,4,1
P00021,2025-12-01,30,430.2,14.34,3.11,11,4,1
P00021,2025-12-31,27,370.2,13.71,3.67,4,4,0
P00021,2026-01-30,28,391.3,13.98,3.53,6,4,1
P00021,2026-03-02,31,430.5,13.89,5.09,3,4,1
P00021,2026-04-01,30,424.9,14.16,0.24,8,4,1
P00021,2026-05-02,29,417.8,14.41,0.5,8,4,0
P00021,2026-06-01,30,416.5,13.88,2.78,7,4,1
P00021,2026-07-02,31,430.6,13.89,3.07,8,4,0
P00021,2026-08-01,31,428.2,13.81,5.42,5,4,0
P00022,2024-08-31,26,314.8,12.11,2.1,5,4,0
P00022,2024-09-30,26,321.9,12.38,1.36,2,4,1
P00022,2024-10-31,26,336.6,12.95,0.5,6,4,1
P00022,2024-11-30,27,327.1,12.11,1.56,0,4,0
P00022,2024-12-31,27,366.0,13.55,1.19,3,4,1
P00022,2025-01-30,27,317.7,11.77,0.69,2,4,0
P00022,2025-03-02,28,360.7,12.88,0.69,3,4,0
P00022,2025-04-01,27,339.7,12.58,0.68,6,4,0
P00022,2025-05-01,28,330.6,11.81,0.25,6,4,1
P00022,2025-06-01,28,350.4,12.51,1.82,3,4,1
P00022,2025-07-01,27,324.5,12.02,0.27,4,4,2
P00022,2025-08-01,27,328.6,12.17,2.61,3,4,2
P00022,2025-08-31,24,274.5,11.44,2.08,2,4,2
P00022,2025-10-01,29,338.7,11.68,3.93,4,4,0
P00022,2025-10-31,26,279.0,10.73,1.27,4,4,0
P00022,2025-12-01,28,344.1,12.29,3.78,4,4,1
P00022,2025-12-31,30,356.6,11.89,1.78,7,4,0
P00022,2026-01-30,26,293.7,11.29,1.81,5,4,0
P00022,2026-03-02,26,303.7,11.68,0.89,5,4,1
P00022,2026-04-01,28,358.2,12.79,0.5,2,4,0
P00022,2026-05-02,28,339.5,12.13,1.71,4,4,1
P00022,2026-06-01,27,316.5,11.72,3.12,2,4,1
P00022,2026-07-02,27,296.4,10.98,0.65,3,4,1
P00022,2026-08-01,28,314.7,11.24,1.47,4,4,2
P00023,2024-08-31,26,189.4,7.28,1.06,6,4,4
P00023,2024-09-30,26,175.3,6.74,1.75,5,4,1
P00023,2024-10-31,25,159.5,6.38,3.3,5,4,1
P00023,2024-11-30,29,177.6,6.13,3.23,3,4,1
P00023,2024-12-31,28,164.0,5.86,0.85,2,4,4
P00023,2025-01-30,26,167.1,6.43,1.74,4,4,1
P00023,2025-03-02,31,172.8,5.57,1.58,6,4,3
P00023,2025-04-01,26,158.6,6.1,1.6,2,4,3
P00023,2025-05-01,27,150.5,5.57,2.16,5,4,1
P00023,2025-06-01,29,175.6,6.06,0.56,4,4,1
P00023,2025-07-01,26,164.7,6.33,2.09,5,4,3
P00023,2025-08-01,28,167.9,6.0,0.72,5,4,4
P00023,2025-08-31,28,179.2,6.4,2.87,3,4,3
P00023,2025-10-01,28,167.2,5.97,0.52,7,4,2
P00023,2025-10-31,27,159.8,5.92,2.47,2,4,2
P00023,2025-12-01,27,151.9,5.63,4.89,7,4,2
P00023,2025-12-31,31,186.5,6.02,1.54,4,4,1
P00023,2026-01-30,27,177.3,6.57,2.13,3,4,2
P00023,2026-03-02,27,157.0,5.82,1.87,5,4,3
P00023,2026-04-01,30,194.3,6.48,1.27,3,4,4
P00023,2026-05-02,28,193.2,6.9,2.28,1,4,2
P00023,2026-06-01,28,192.2,6.86,0.21,4,4,0
P00023,2026-07-02,30,180.4,6.01,0.65,8,4,0
P00023,2026-08-01,27,151.6,5.61,1.82,3,4,4
P00024,2024-08-31,28,355.2,12.69,0.67,6,4,2
P00024,2024-09-30,29,396.8,13.68,0.71,4,4,0
P00024,2024-10-31,30,424.8,14.16,2.3,9,4,1
P00024,2024-11-30,29,412.2,14.21,0.61,5,4,0
P00024,2024-12-31,29,425.8,14.68,4.81,4,4,1
P00024,2025-01-30,29,423.9,14.62,1.69,6,4,1
P00024,2025-03-02,31,476.8,15.38,4.38,11,4,1
P00024,2025-04-01,29,437.4,15.08,3.33,9,4,1
P00024,2025-05-01,30,452.2,15.07,3.98,10,4,1
P00024,2025-06-01,30,441.7,14.72,2.3,10,4,0
P00024,2025-07-01,29,415.9,14.34,0.58,9,4,0
P00024,2025-08-01,27,414.3,15.34,4.16,6,4,0
P00024,2025-08-31,27,396.2,14.68,1.16,7,4,0
P00024,2025-10-01,29,458.1,15.8,4.54,7,4,1
P00024,2025-10-31,28,438.9,15.67,2.44,10,4,1
P00024,2025-12-01,27,405.8,15.03,4.5,5,4,2
P00024,2025-12-31,27,407.3,15.08,1.24,6,4,0
P00024,2026-01-30,30,464.2,15.47,4.85,6,4,0
P00024,2026-03-02,28,445.9,15.93,1.86,8,4,1
P00024,2026-04-01,28,444.1,15.86,2.57,6,4,1
P00024,2026-05-02,30,480.5,16.02,6.0,5,4,0
P00024,2026-06-01,28,429.9,15.35,2.75,8,4,0
P00024,2026-07-02,27,424.4,15.72,4.13,5,4,2
P00024,2026-08-01,31,462.5,14.92,3.97,8,4,0
P00025,2024-08-31,27,345.2,12.79,0.92,1,4,1
P00025,2024-09-30,26,325.8,12.53,2.98,3,4,0
P00025,2024-10-31,26,337.7,12.99,1.73,4,4,3
P00025,2024-11-30,24,326.4,13.6,2.1,1,4,1
P00025,2024-12-31,28,364.5,13.02,0.39,3,4,0
P00025,2025-01-30,29,363.6,12.54,0.2,6,4,2
P00025,2025-03-02,29,366.1,12.62,1.2,7,4,0
P00025,2025-04-01,28,361.6,12.92,1.48,6,4,0
P00025,2025-05-01,29,388.4,13.39,0.52,5,4,0
P00025,2025-06-01,27,349.9,12.96,3.23,6,4,1
P00025,2025-07-01,30,380.9,12.7,3.41,5,4,2
P00025,2025-08-01,27,349.7,12.95,1.51,5,4,1
P00025,2025-08-31,31,388.8,12.54,1.44,9,4,0
P00025,2025-10-01,26,336.0,12.92,1.48,1,4,0
P00025,2025-10-31,25,306.3,12.25,0.26,2,4,1
P00025,2025-12-01,27,325.8,12.07,3.85,6,4,2
P00025,2025-12-31,27,299.6,11.1,4.6,5,4,1
P00025,2026-01-30,29,337.1,11.62,0.81,5,4,1
P00025,2026-03-02,29,337.3,11.63,1.55,6,4,1
P00025,2026-04-01,30,369.0,12.3,3.75,4,4,0
P00025,2026-05-02,29,339.3,11.7,0.57,5,4,1
P00025,2026-06-01,28,327.7,11.7,1.28,6,4,0
P00025,2026-07-02,25,304.7,12.19,2.68,7,4,1
P00025,2026-08-01,28,340.8,12.17,1.99,2,4,0
P00026,2024-08-31,26,339.6,13.06,3.2,5,4,0
P00026,2024-09-30,29,389.4,13.43,1.57,7,4,1
P00026,2024-10-31,30,373.5,12.45,1.18,5,4,1
P00026,2024-11-30,28,376.0,13.43,1.16,7,4,0
P00026,2024-12-31,30,386.6,12.89,1.65,13,4,2
P00026,2025-01-30,26,344.8,13.26,0.78,8,4,0
P00026,2025-03-02,28,357.0,12.75,1.96,6,4,0
P00026,2025-04-01,28,361.5,12.91,1.13,3,4,0
P00026,2025-05-01,30,397.7,13.26,1.31,4,4,1
P00026,2025-06-01,28,374.6,13.38,6.0,6,4,0
P00026,2025-07-01,29,399.2,13.77,3.18,6,4,2
P00026,2025-08-01,27,371.7,13.77,1.45,9,4,2
P00026,2025-08-31,28,382.0,13.64,5.9,6,4,1
P00026,2025-10-01,29,413.1,14.25,2.82,9,4,2
P00026,2025-10-31,29,421.1,14.52,2.53,8,4,0
P00026,2025-12-01,31,441.6,14.25,1.27,7,4,0
P00026,2025-12-31,28,385.8,13.78,1.53,5,4,0
P00026,2026-01-30,29,410.6,14.16,0.64,5,4,1
P00026,2026-03-02,31,433.0,13.97,1.85,6,4,0
P00026,2026-04-01,30,416.5,13.88,2.7,7,4,1
P00026,2026-05-02,31,443.4,14.3,1.4,5,4,0
P00026,2026-06-01,29,404.3,13.94,2.95,5,4,1
P00026,2026-07-02,28,383.9,13.71,6.0,6,4,1
P00026,2026-08-01,31,440.5,14.21,1.49,10,4,2
P00027,2024-08-31,29,244.2,8.42,4.41,6,4,2
P00027,2024-09-30,30,235.1,7.84,2.8,7,4,4
P00027,2024-10-31,29,240.3,8.29,2.37,2,4,2
P00027,2024-11-30,30,257.2,8.57,5.6,9,4,4
P00027,2024-12-31,28,224.5,8.02,2.05,4,4,2
P00027,2025-01-30,28,238.9,8.53,2.83,6,4,3
P00027,2025-03-02,28,236.3,8.44,1.57,3,4,2
P00027,2025-04-01,31,237.2,7.65,5.46,8,4,3
P00027,2025-05-01,29,246.7,8.51,0.27,4,4,3
P00027,2025-06-01,30,269.2,8.97,2.61,8,4,1
P00027,2025-07-01,29,260.4,8.98,0.2,8,4,2
P00027,2025-08-01,31,279.6,9.02,2.66,8,4,2
P00027,2025-08-31,29,272.9,9.41,5.79,4,4,2
P00027,2025-10-01,31,254.7,8.22,2.67,3,4,2
P00027,2025-10-31,27,229.2,8.49,1.83,1,4,2
P00027,2025-12-01,28,252.6,9.02,2.81,7,4,3
P00027,2025-12-31,27,235.1,8.71,3.58,4,4,1
P00027,2026-01-30,29,267.5,9.22,3.61,2,4,2
P00027,2026-03-02,27,240.4,8.9,0.5,6,4,2
P00027,2026-04-01,27,245.1,9.08,2.39,5,4,2
P00027,2026-05-02,30,272.9,9.1,1.58,6,4,3
P00027,2026-06-01,27,250.3,9.27,6.0,3,4,3
P00027,2026-07-02,27,244.4,9.05,1.07,8,4,2
P00027,2026-08-01,29,263.3,9.08,0.81,3,4,2
P00028,2024-08-31,28,398.6,14.23,3.95,11,4,0
P00028,2024-09-30,28,386.0,13.79,2.7,5,4,1
P00028,2024-10-31,27,372.0,13.78,1.24,2,4,2
P00028,2024-11-30,29,391.1,13.48,4.25,5,4,1
P00028,2024-12-31,29,370.8,12.79,2.05,11,4,0
P00028,2025-01-30,27,360.9,13.37,2.61,5,4,1
P00028,2025-03-02,27,336.9,12.48,1.44,6,4,1
P00028,2025-04-01,29,375.8,12.96,2.25,8,4,2
P00028,2025-05-01,30,400.9,13.36,3.5,5,4,1
P00028,2025-06-01,30,379.5,12.65,3.08,5,4,0
P00028,2025-07-01,30,360.3,12.01,2.92,10,4,0
P00028,2025-08-01,31,385.2,12.43,6.0,7,4,1
P00028,2025-08-31,27,340.1,12.6,2.01,4,4,0
P00028,2025-10-01,30,390.3,13.01,4.32,10,4,0
P00028,2025-10-31,29,361.0,12.45,1.69,5,4,0
P00028,2025-12-01,30,395.6,13.19,1.44,8,4,1
P00028,2025-12-31,29,380.3,13.11,3.97,4,4,1
P00028,2026-01-30,29,351.7,12.13,6.0,4,4,0
P00028,2026-03-02,30,382.8,12.76,3.82,4,4,1
P00028,2026-04-01,31,391.9,12.64,0.69,7,4,2
P00028,2026-05-02,29,384.6,13.26,3.8,4,4,0
P00028,2026-06-01,29,383.7,13.23,1.99,10,4,2
P00028,2026-07-02,29,391.0,13.48,3.86,4,4,2
P00028,2026-08-01,28,377.0,13.46,1.7,10,4,0
P00029,2024-08-31,27,319.8,11.85,1.75,4,4,2
P00029,2024-09-30,28,328.9,11.75,1.14,3,4,0
P00029,2024-10-31,25,310.3,12.41,2.37,6,4,2
P00029,2024-11-30,27,318.0,11.78,1.56,2,4,0
P00029,2024-12-31,26,321.8,12.38,5.9,4,4,1
P00029,2025-01-30,28,365.6,13.06,4.35,2,4,2
P00029,2025-03-02,26,331.5,12.75,0.84,3,4,0
P00029,2025-04-01,28,331.4,11.84,1.41,7,4,0
P00029,2025-05-01,25,324.4,12.98,0.53,8,4,1
P00029,2025-06-01,26,329.6,12.68,1.61,6,4,1
P00029,2025-07-01,29,380.0,13.1,2.05,5,4,1
P00029,2025-08-01,27,368.1,13.63,1.33,6,4,1
P00029,2025-08-31,28,373.5,13.34,2.29,4,4,1
P00029,2025-10-01,30,412.1,13.74,1.94,4,4,0
P00029,2025-10-31,25,334.5,13.38,0.49,4,4,2
P00029,2025-12-01,24,329.4,13.73,1.2,6,4,1
P00029,2025-12-31,29,415.4,14.32,3.0,6,4,1
P00029,2026-01-30,30,417.3,13.91,0.62,3,4,1
P00029,2026-03-02,29,398.6,13.74,0.42,6,4,1
P00029,2026-04-01,28,386.8,13.81,2.44,4,4,1
P00029,2026-05-02,25,349.8,13.99,4.24,5,4,2
P00029,2026-06-01,30,430.4,14.35,3.78,5,4,0
P00029,2026-07-02,27,388.2,14.38,2.62,5,4,0
P00029,2026-08-01,27,374.9,13.89,0.86,7,4,2
P00030,2024-08-31,26,341.9,13.15,1.21,6,4,0
P00030,2024-09-30,23,309.4,13.45,4.45,8,4,0
P00030,2024-10-31,28,366.1,13.07,3.17,4,4,1
P00030,2024-11-30,29,383.0,13.21,1.59,12,4,1
P00030,2024-12-31,26,340.8,13.11,4.39,8,4,2
P00030,2025-01-30,29,391.7,13.51,1.84,6,4,2
P00030,2025-03-02,29,383.0,13.21,2.68,2,4,0
P00030,2025-04-01,30,391.1,13.04,3.98,11,4,1
P00030,2025-05-01,27,359.2,13.3,4.91,6,4,2
P00030,2025-06-01,31,421.1,13.58,2.77,1,4,1
P00030,2025-07-01,29,403.7,13.92,2.3,7,4,0
P00030,2025-08-01,29,374.8,12.92,1.7,4,4,1
P00030,2025-08-31,27,364.8,13.51,4.71,5,4,1
P00030,2025-10-01,29,401.6,13.85,1.44,6,4,2
P00030,2025-10-31,30,427.9,14.26,1.17,8,4,0
P00030,2025-12-01,29,376.4,12.98,0.45,1,4,0
P00030,2025-12-31,31,415.8,13.41,2.95,8,4,2
P00030,2026-01-30,27,371.7,13.77,0.57,7,4,0
P00030,2026-03-02,29,391.9,13.52,2.77,4,4,1
P00030,2026-04-01,28,384.3,13.72,0.61,6,4,0
P00030,2026-05-02,30,416.9,13.9,4.66,5,4,0
P00030,2026-06-01,30,420.3,14.01,1.88,11,4,1
P00030,2026-07-02,30,421.2,14.04,1.55,9,4,0
P00030,2026-08-01,29,405.0,13.97,1.49,5,4,0
P00031,2024-08-31,31,410.3,13.24,4.03,7,4,0
P00031,2024-09-30,29,374.0,12.9,3.59,10,4,1
P00031,2024-10-31,30,400.7,13.36,0.69,9,4,0
P00031,2024-11-30,25,346.8,13.87,1.27,7,4,0
P00031,2024-12-31,28,371.6,13.27,3.01,6,4,0
P00031,2025-01-30,27,368.5,13.65,2.2,8,4,1
P00031,2025-03-02,28,372.8,13.31,1.29,6,4,2
P00031,2025-04-01,28,364.8,13.03,4.34,10,4,0
P00031,2025-05-01,27,370.5,13.72,6.0,5,4,1
P00031,2025-06-01,28,371.7,13.27,1.66,7,4,2
P00031,2025-07-01,28,361.6,12.92,1.5,1,4,2
P00031,2025-08-01,28,349.8,12.49,4.59,4,4,0
P00031,2025-08-31,29,378.5,13.05,6.0,3,4,2
P00031,2025-10-01,27,352.0,13.04,0.52,6,4,2
P00031,2025-10-31,29,389.4,13.43,1.02,10,4,0
P00031,2025-12-01,31,412.1,13.29,1.83,5,4,1
P00031,2025-12-31,28,383.9,13.71,1.63,3,4,1
P00031,2026-01-30,29,393.1,13.55,1.37,8,4,1
P00031,2026-03-02,26,348.4,13.4,2.85,6,4,2
P00031,2026-04-01,28,358.1,12.79,3.46,4,4,0
P00031,2026-05-02,30,378.1,12.6,0.97,7,4,0
P00031,2026-06-01,31,403.1,13.0,1.04,14,4,0
P00031,2026-07-02,30,396.0,13.2,1.15,10,4,2
P00031,2026-08-01,28,370.9,13.25,2.47,7,4,1
P00032,2024-08-31,31,274.4,8.85,6.0,5,4,0
P00032,2024-09-30,28,230.9,8.25,0.67,4,4,1
P00032,2024-10-31,28,239.4,8.55,3.53,6,4,2
P00032,2024-11-30,31,287.8,9.28,2.73,3,4,3
P00032,2024-12-31,30,248.9,8.3,0.2,7,4,1
P00032,2025-01-30,29,250.5,8.64,1.66,9,4,1
P00032,2025-03-02,29,251.3,8.66,0.35,8,4,2
P00032,2025-04-01,24,189.1,7.88,2.7,8,4,4
P00032,2025-05-01,30,242.0,8.07,0.29,5,4,3
P00032,2025-06-01,31,261.3,8.43,1.22,5,4,3
P00032,2025-07-01,28,253.4,9.05,3.01,3,4,3
P00032,2025-08-01,29,230.7,7.96,1.61,3,4,2
P00032,2025-08-31,29,230.5,7.95,0.9,4,4,3
P00032,2025-10-01,29,250.9,8.65,0.45,5,4,3
P00032,2025-10-31,30,250.6,8.35,2.33,7,4,2
P00032,2025-12-01,28,234.4,8.37,2.2,5,4,3
P00032,2025-12-31,28,230.6,8.24,3.65,10,4,1
P00032,2026-01-30,29,244.9,8.44,1.61,6,4,3
P00032,2026-03-02,30,245.0,8.17,4.31,6,4,2
P00032,2026-04-01,27,223.1,8.26,1.14,7,4,1
P00032,2026-05-02,29,249.5,8.6,1.13,6,4,0
P00032,2026-06-01,31,255.0,8.23,3.14,4,4,2
P00032,2026-07-02,29,235.1,8.11,3.92,12,4,3
P00032,2026-08-01,31,237.1,7.65,4.93,7,4,1
P00033,2024-08-31,26,319.9,12.3,1.93,4,4,2
P00033,2024-09-30,27,324.0,12.0,1.61,1,4,0
P00033,2024-10-31,28,373.5,13.34,5.12,6,4,1
P00033,2024-11-30,26,315.7,12.14,2.64,1,4,0
P00033,2024-12-31,29,384.7,13.27,1.73,5,4,1
P00033,2025-01-30,29,373.5,12.88,3.53,7,4,0
P00033,2025-03-02,26,337.8,12.99,2.32,5,4,0
P00033,2025-04-01,27,360.2,13.34,0.8,2,4,0
P00033,2025-05-01,28,378.1,13.5,2.71,6,4,1
P00033,2025-06-01,29,366.8,12.65,0.49,2,4,2
P00033,2025-07-01,25,334.1,13.36,1.6,0,4,0
P00033,2025-08-01,25,339.5,13.58,3.82,6,4,1
P00033,2025-08-31,29,386.7,13.33,3.79,4,4,1
P00033,2025-10-01,27,374.6,13.87,2.37,4,4,0
P00033,2025-10-31,27,357.4,13.24,0.93,4,4,1
P00033,2025-12-01,29,381.8,13.16,2.51,3,4,2
P00033,2025-12-31,27,347.2,12.86,1.93,6,4,1
P00033,2026-01-30,29,363.9,12.55,1.56,9,4,0
P00033,2026-03-02,26,352.2,13.55,0.86,4,4,1
P00033,2026-04-01,28,342.1,12.22,0.77,2,4,0
P00033,2026-05-02,27,320.9,11.88,2.13,3,4,0
P00033,2026-06-01,30,376.3,12.54,2.06,5,4,0
P00033,2026-07-02,26,336.5,12.94,2.13,5,4,1
P00033,2026-08-01,26,328.0,12.62,1.56,5,4,0
P00034,2024-08-31,27,244.8,9.07,2.29,8,4,2
P00034,2024-09-30,28,233.4,8.34,3.21,2,4,3
P00034,2024-10-31,28,227.4,8.12,1.59,5,4,4
P00034,2024-11-30,30,264.0,8.8,2.26,3,4,3
P00034,2024-12-31,28,234.5,8.37,2.4,4,4,1
P00034,2025-01-30,28,245.4,8.77,1.51,8,4,1
P00034,2025-03-02,31,280.9,9.06,2.79,11,4,2
P00034,2025-04-01,28,246.3,8.8,2.37,6,4,2
P00034,2025-05-01,30,271.7,9.06,5.13,6,4,3
P00034,2025-06-01,29,272.9,9.41,2.65,5,4,1
P00034,2025-07-01,30,271.1,9.04,0.59,4,4,4
P00034,2025-08-01,25,219.1,8.77,1.47,6,4,1
P00034,2025-08-31,26,231.4,8.9,2.0,11,4,2
P00034,2025-10-01,28,258.6,9.24,0.58,4,4,3
P00034,2025-10-31,29,251.8,8.68,4.16,11,4,2
P00034,2025-12-01,29,272.3,9.39,4.1,8,4,4
P00034,2025-12-31,26,235.5,9.06,4.64,12,4,0
P00034,2026-01-30,29,260.3,8.98,4.07,4,4,2
P00034,2026-03-02,27,258.7,9.58,5.45,4,4,3
P00034,2026-04-01,28,259.3,9.26,3.13,6,4,4
P00034,2026-05-02,27,266.6,9.87,2.1,6,4,1
P00034,2026-06-01,29,290.5,10.02,3.82,3,4,3
P00034,2026-07-02,26,236.6,9.1,1.0,5,4,3
P00034,2026-08-01,27,265.4,9.83,4.59,4,4,2
P00035,2024-08-31,31,303.2,9.78,1.98,9,4,3
P00035,2024-09-30,31,283.1,9.13,1.67,6,4,1
P00035,2024-10-31,26,255.1,9.81,5.13,2,4,1
P00035,2024-11-30,28,270.2,9.65,0.2,9,4,2
P00035,2024-12-31,28,265.1,9.47,6.0,8,4,3
P00035,2025-01-30,31,290.2,9.36,6.0,9,4,2
P00035,2025-03-02,30,256.8,8.56,5.54,11,4,3
P00035,2025-04-01,30,275.0,9.17,6.0,7,4,4
P00035,2025-05-01,31,271.8,8.77,4.67,6,4,2
P00035,2025-06-01,30,243.0,8.1,3.37,7,4,2
P00035,2025-07-01,31,267.4,8.63,4.39,7,4,2
P00035,2025-08-01,31,277.6,8.95,1.52,8,4,2
P00035,2025-08-31,30,279.1,9.3,0.7,10,4,4
P00035,2025-10-01,28,258.8,9.24,1.33,7,4,1
P00035,2025-10-31,28,236.6,8.45,3.76,8,4,2
P00035,2025-12-01,30,282.2,9.41,4.44,5,4,3
P00035,2025-12-31,30,272.0,9.07,1.87,9,4,2
P00035,2026-01-30,29,297.6,10.26,6.0,4,4,2
P00035,2026-03-02,30,300.7,10.02,2.84,5,4,1
P00035,2026-04-01,29,269.8,9.3,1.33,10,4,2
P00035,2026-05-02,31,299.7,9.67,4.39,5,4,2
P00035,2026-06-01,28,262.3,9.37,2.95,8,4,2
P00035,2026-07-02,28,271.2,9.69,1.52,4,4,1
P00035,2026-08-01,30,279.1,9.3,1.58,9,4,3
P00036,2024-08-31,27,340.7,12.62,1.92,3,4,1
P00036,2024-09-30,27,334.2,12.38,0.65,5,4,0
P00036,2024-10-31,27,339.2,12.56,3.87,6,4,0
P00036,2024-11-30,28,345.0,12.32,1.95,9,4,0
P00036,2024-12-31,27,340.1,12.6,2.21,6,4,0
P00036,2025-01-30,28,332.7,11.88,2.01,8,4,2
P00036,2025-03-02,28,350.7,12.53,3.07,5,4,2
P00036,2025-04-01,26,310.6,11.95,1.47,1,4,1
P00036,2025-05-01,27,334.9,12.4,0.48,2,4,2
P00036,2025-06-01,28,337.2,12.04,0.57,1,4,0
P00036,2025-07-01,31,384.5,12.4,3.58,8,4,1
P00036,2025-08-01,29,336.6,11.61,3.05,3,4,1
P00036,2025-08-31,25,306.1,12.24,1.38,2,4,0
P00036,2025-10-01,27,304.4,11.27,1.76,4,4,1
P00036,2025-10-31,29,334.9,11.55,4.14,3,4,1
P00036,2025-12-01,27,319.3,11.82,0.83,4,4,1
P00036,2025-12-31,26,300.9,11.57,0.81,2,4,1
P00036,2026-01-30,29,333.9,11.51,1.3,6,4,1
P00036,2026-03-02,26,323.0,12.42,0.65,5,4,0
P00036,2026-04-01,26,337.5,12.98,0.95,5,4,1
P00036,2026-05-02,28,341.2,12.18,1.11,7,4,1
P00036,2026-06-01,25,297.1,11.88,6.0,7,4,1
P00036,2026-07-02,27,315.5,11.68,1.28,2,4,2
P00036,2026-08-01,28,352.0,12.57,2.89,5,4,0
P00037,2024-08-31,26,332.3,12.78,3.79,3,4,0
P00037,2024-09-30,27,355.3,13.16,2.37,4,4,1
P00037,2024-10-31,29,367.0,12.65,0.94,7,4,0
P00037,2024-11-30,24,290.3,12.1,0.87,6,4,0
P00037,2024-12-31,30,334.2,11.14,2.99,5,4,0
P00037,2025-01-30,24,257.5,10.73,1.29,2,4,0
P00037,2025-03-02,28,343.7,12.28,5.03,4,4,0
P00037,2025-04-01,25,297.0,11.88,2.74,6,4,0
P00037,2025-05-01,30,351.4,11.71,1.68,1,4,0
P00037,2025-06-01,26,308.7,11.87,1.09,3,4,3
P00037,2025-07-01,27,313.6,11.61,2.34,6,4,2
P00037,2025-08-01,29,324.4,11.18,1.68,2,4,2
P00037,2025-08-31,26,309.5,11.91,0.64,3,4,1
P00037,2025-10-01,26,318.9,12.27,0.21,5,4,1
P00037,2025-10-31,28,332.0,11.86,1.4,5,4,0
P00037,2025-12-01,30,379.8,12.66,2.8,10,4,2
P00037,2025-12-31,25,301.7,12.07,1.04,4,4,1
P00037,2026-01-30,28,353.8,12.64,3.31,2,4,1
P00037,2026-03-02,28,328.5,11.73,0.25,4,4,0
P00037,2026-04-01,27,338.1,12.52,1.22,8,4,0
P00037,2026-05-02,29,358.5,12.36,0.69,5,4,0
P00037,2026-06-01,29,382.3,13.18,2.46,5,4,0
P00037,2026-07-02,27,331.1,12.26,1.61,3,4,0
P00037,2026-08-01,29,354.9,12.24,1.19,6,4,1
P00038,2024-08-31,31,422.5,13.63,3.37,8,4,0
P00038,2024-09-30,29,380.5,13.12,1.3,9,4,1
P00038,2024-10-31,30,418.1,13.94,1.44,8,4,0
P00038,2024-11-30,29,390.1,13.45,6.0,5,4,3
P00038,2024-12-31,30,416.1,13.87,1.86,6,4,0
P00038,2025-01-30,30,391.0,13.03,1.44,3,4,0
P00038,2025-03-02,30,396.3,13.21,1.47,3,4,0
