deployment_id,personnel_id,unit_id,location_type,deployment_type,start_date,end_date,is_current
P00075-D002,P00075,U015,hard_area,static,2022-03-12,2023-06-01,False
P00075-D003,P00075,U015,static_station,training,2021-05-11,2022-03-11,False
P00075-D004,P00075,U015,field,operational,2021-01-08,2021-05-10,False
P00075-D005,P00075,U015,hard_area,training,2020-08-22,2021-01-07,False
P00075-D006,P00075,U015,field,operational,2020-04-21,2020-08-21,False
P00075-D007,P00075,U015,field,static,2019-10-11,2020-04-20,False
P00075-D008,P00075,U015,hard_area,operational,2017-10-16,2019-10-10,False
P00076-D001,P00076,U007,static_station,static,2026-01-14,,True
P00076-D002,P00076,U007,field,training,2024-06-27,2026-01-13,False
P00076-D003,P00076,U007,field,static,2023-05-08,2024-06-26,False
P00076-D004,P00076,U007,hard_area,operational,2022-03-27,2023-05-07,False
P00076-D005,P00076,U007,static_station,operational,2020-03-04,2022-03-26,False
P00076-D006,P00076,U007,field,operational,2018-08-06,2020-03-03,False
P00076-D007,P00076,U007,static_station,training,2018-01-02,2018-08-05,False
P00076-D008,P00076,U007,hard_area,static,2017-04-15,2018-01-01,False
P00077-D001,P00077,U002,hard_area,operational,2023-09-03,,True
P00077-D002,P00077,U002,static_station,static,2022-01-22,2023-09-02,False
P00077-D003,P00077,U002,static_station,operational,2021-09-20,2022-01-21,False
P00077-D004,P00077,U002,static_station,operational,2020-12-30,2021-09-19,False
P00078-D001,P00078,U005,hard_area,operational,2023-11-23,,True
P00078-D002,P00078,U005,hard_area,static,2023-06-25,2023-11-22,False
P00078-D003,P00078,U005,field,training,2023-02-22,2023-06-24,False
P00078-D004,P00078,U005,field,training,2022-09-06,2023-02-21,False
P00079-D001,P00079,U015,hard_area,operational,2025-03-04,,True
P00079-D002,P00079,U015,field,operational,2024-08-10,2025-03-03,False
P00079-D003,P00079,U015,hard_area,operational,2023-03-21,2024-08-09,False
P00079-D004,P00079,U015,hard_area,training,2021-12-05,2023-03-20,False
P00079-D005,P00079,U015,hard_area,training,2020-04-24,2021-12-04,False
P00079-D006,P00079,U015,field,operational,2019-08-15,2020-04-23,False
P00079-D007,P00079,U015,field,operational,2017-12-01,2019-08-14,False
P00079-D008,P00079,U015,hard_area,static,2016-06-28,2017-11-30,False
P00080-D001,P00080,U016,hard_area,operational,2023-08-27,,True
P00080-D002,P00080,U016,static_station,training,2022-01-20,2023-08-26,False
P00080-D003,P00080,U016,static_station,operational,2020-12-15,2022-01-19,False
P00080-D004,P00080,U016,field,static,2019-12-15,2020-12-14,False
P00081-D001,P00081,U015,hard_area,operational,2023-06-19,,True
P00081-D002,P00081,U015,hard_area,static,2022-03-28,2023-06-18,False
P00082-D001,P00082,U003,static_station,static,2023-05-15,,True
P00082-D002,P00082,U003,static_station,training,2022-07-02,2023-05-14,False
P00082-D003,P00082,U003,hard_area,operational,2020-08-19,2022-07-01,False
P00082-D004,P00082,U003,hard_area,static,2019-04-27,2020-08-18,False
P00082-D005,P00082,U003,hard_area,training,2018-12-25,2019-04-26,False
P00082-D006,P00082,U003,static_station,operational,2018-05-25,2018-12-24,False
P00083-D001,P00083,U006,hard_area,operational,2025-04-24,,True
P00083-D002,P00083,U006,static_station,training,2024-01-02,2025-04-23,False
P00083-D003,P00083,U006,static_station,training,2023-01-01,2024-01-01,False
P00083-D004,P00083,U006,static_station,static,2022-06-02,2022-12-31,False
P00084-D001,P00084,U003,static_station,static,2023-10-04,,True
P00084-D002,P00084,U003,hard_area,static,2021-09-17,2023-10-03,False
P00084-D003,P00084,U003,field,operational,2021-03-23,2021-09-16,False
P00084-D004,P00084,U003,field,operational,2018-12-18,2021-03-22,False
P00084-D005,P00084,U003,field,operational,2017-03-09,2018-12-17,False
P00084-D006,P00084,U003,field,static,2015-12-25,2017-03-08,False
P00084-D007,P00084,U003,field,static,2014-11-23,2015-12-24,False
P00084-D008,P00084,U003,static_station,training,2014-04-21,2014-11-22,False
P00085-D001,P00085,U014,static_station,static,2023-12-03,,True
P00085-D002,P00085,U014,static_station,static,2022-04-06,2023-12-02,False
P00085-D003,P00085,U014,hard_area,training,2021-05-07,2022-04-05,False
P00085-D004,P00085,U014,field,static,2019-07-24,2021-05-06,False
P00085-D005,P00085,U014,field,operational,2018-09-29,2019-07-23,False
P00086-D001,P00086,U005,field,operational,2025-09-28,,True
P00087-D001,P00087,U008,hard_area,operational,2024-11-23,,True
P00087-D002,P00087,U008,hard_area,training,2023-06-12,2024-11-22,False
P00088-D001,P00088,U010,hard_area,operational,2024-12-19,,True
P00088-D002,P00088,U010,hard_area,static,2023-12-27,2024-12-18,False
P00088-D003,P00088,U010,field,static,2022-11-18,2023-12-26,False
P00088-D004,P00088,U010,field,operational,2022-02-09,2022-11-17,False
P00088-D005,P00088,U010,hard_area,operational,2020-12-19,2022-02-08,False
P00089-D001,P00089,U014,static_station,static,2025-12-29,,True
P00090-D001,P00090,U015,field,operational,2025-06-02,,True
P00090-D002,P00090,U015,field,operational,2024-06-29,2025-06-01,False
P00090-D003,P00090,U015,field,operational,2023-04-22,2024-06-28,False
P00090-D004,P00090,U015,field,training,2022-12-20,2023-04-21,False
P00091-D001,P00091,U009,static_station,static,2023-06-15,,True
P00091-D002,P00091,U009,static_station,training,2022-11-30,2023-06-14,False
P00092-D001,P00092,U006,field,operational,2024-04-22,,True
P00092-D002,P00092,U006,static_station,static,2023-01-06,2024-04-21,False
P00092-D003,P00092,U006,hard_area,training,2021-11-11,2023-01-05,False
P00092-D004,P00092,U006,hard_area,static,2021-07-11,2021-11-10,False
P00092-D005,P00092,U006,field,static,2020-03-09,2021-07-10,False
P00092-D006,P00092,U006,static_station,static,2018-12-20,2020-03-08,False
P00092-D007,P00092,U006,static_station,training,2018-05-06,2018-12-19,False
P00092-D008,P00092,U006,field,static,2016-12-14,2018-05-05,False
P00093-D001,P00093,U010,hard_area,operational,2023-03-03,,True
P00093-D002,P00093,U010,static_station,static,2022-01-24,2023-03-02,False
P00093-D003,P00093,U010,hard_area,operational,2021-07-07,2022-01-23,False
P00094-D001,P00094,U004,field,static,2025-04-18,,True
P00094-D002,P00094,U004,hard_area,training,2024-11-30,2025-04-17,False
P00094-D003,P00094,U004,field,static,2023-09-30,2024-11-29,False
P00094-D004,P00094,U004,static_station,operational,2023-01-06,2023-09-29,False
P00094-D005,P00094,U004,field,static,2021-01-17,2023-01-05,False
P00094-D006,P00094,U004,static_station,static,2020-06-10,2021-01-16,False
P00094-D007,P00094,U004,hard_area,static,2019-09-23,2020-06-09,False
P00094-D008,P00094,U004,field,training,2018-02-24,2019-09-22,False
P00095-D001,P00095,U002,field,operational,2025-09-27,,True
P00096-D001,P00096,U016,static_station,operational,2024-01-01,,True
P00096-D002,P00096,U016,hard_area,training,2022-10-21,2023-12-31,False
P00096-D003,P00096,U016,hard_area,static,2021-05-03,2022-10-20,False
P00096-D004,P00096,U016,static_station,training,2020-01-30,2021-05-02,False
P00096-D005,P00096,U016,static_station,static,2018-10-24,2020-01-29,False
P00096-D006,P00096,U016,static_station,operational,2017-06-03,2018-10-23,False
P00096-D007,P00096,U016,static_station,training,2015-11-14,2017-06-02,False
P00096-D008,P00096,U016,hard_area,operational,2014-03-24,2015-11-13,False
P00097-D001,P00097,U005,hard_area,operational,2024-09-27,,True
P00097-D002,P00097,U005,field,static,2023-11-22,2024-09-26,False
P00097-D003,P00097,U005,field,static,2022-06-15,2023-11-21,False
P00097-D004,P00097,U005,hard_area,static,2020-11-05,2022-06-14,False
P00097-D005,P00097,U005,field,static,2020-07-06,2020-11-04,False
P00097-D006,P00097,U005,field,training,2017-12-29,2020-07-05,False
P00097-D007,P00097,U005,field,operational,2016-05-29,2017-12-28,False
P00097-D008,P00097,U005,hard_area,training,2015-04-30,2016-05-28,False
P00098-D001,P00098,U015,hard_area,operational,2025-05-07,,True
P00098-D002,P00098,U015,hard_area,operational,2024-08-19,2025-05-06,False
P00098-D003,P00098,U015,hard_area,training,2023-06-16,2024-08-18,False
P00098-D004,P00098,U015,hard_area,static,2021-12-20,2023-06-15,False
P00098-D005,P00098,U015,field,training,2020-09-06,2021-12-19,False
P00098-D006,P00098,U015,field,training,2020-05-06,2020-09-05,False
P00098-D007,P00098,U015,hard_area,static,2019-04-10,2020-05-05,False
P00099-D001,P00099,U012,hard_area,operational,2025-10-12,,True
P00099-D002,P00099,U012,field,operational,2024-07-23,2025-10-11,False
P00099-D003,P00099,U012,field,static,2022-05-05,2024-07-22,False
P00099-D004,P00099,U012,field,static,2021-05-19,2022-05-04,False
P00099-D005,P00099,U012,hard_area,operational,2020-04-16,2021-05-18,False
P00099-D006,P00099,U012,field,operational,2019-07-26,2020-04-15,False
P00099-D007,P00099,U012,static_station,operational,2018-05-12,2019-07-25,False
P00099-D008,P00099,U012,hard_area,operational,2017-01-22,2018-05-11,False
P00100-D001,P00100,U007,field,static,2024-01-30,,True
P00100-D002,P00100,U007,hard_area,training,2022-08-19,2024-01-29,False
P00100-D003,P00100,U007,static_station,static,2020-10-22,2022-08-18,False
P00101-D001,P00101,U002,hard_area,operational,2025-10-15,,True
P00101-D002,P00101,U002,field,static,2024-10-04,2025-10-14,False
P00101-D003,P00101,U002,hard_area,static,2023-12-09,2024-10-03,False
P00101-D004,P00101,U002,static_station,static,2022-12-26,2023-12-08,False
P00101-D005,P00101,U002,static_station,operational,2021-03-16,2022-12-25,False
P00101-D006,P00101,U002,field,training,2020-02-27,2021-03-15,False
P00101-D007,P00101,U002,hard_area,static,2019-08-08,2020-02-26,False
P00101-D008,P00101,U002,hard_area,operational,2018-05-08,2019-08-07,False
P00102-D001,P00102,U003,static_station,static,2026-07-03,,True
P00102-D002,P00102,U003,hard_area,training,2025-01-30,2026-07-02,False
P00102-D003,P00102,U003,field,training,2023-08-17,2025-01-29,False
P00102-D004,P00102,U003,static_station,static,2022-09-05,2023-08-16,False
P00102-D005,P00102,U003,field,operational,2021-06-04,2022-09-04,False
P00102-D006,P00102,U003,static_station,training,2020-04-20,2021-06-03,False
P00102-D007,P00102,U003,hard_area,training,2019-09-15,2020-04-19,False
P00102-D008,P00102,U003,static_station,operational,2018-08-17,2019-09-14,False
P00103-D001,P00103,U010,hard_area,operational,2025-09-24,,True
P00103-D002,P00103,U010,hard_area,static,2024-06-17,2025-09-23,False
P00103-D003,P00103,U010,field,operational,2022-11-02,2024-06-16,False
P00103-D004,P00103,U010,field,static,2022-03-26,2022-11-01,False
P00103-D005,P00103,U010,field,training,2021-11-23,2022-03-25,False
P00103-D006,P00103,U010,hard_area,static,2021-02-26,2021-11-22,False
P00103-D007,P00103,U010,static_station,static,2019-10-17,2021-02-25,False
P00103-D008,P00103,U010,field,operational,2019-06-16,2019-10-16,False
P00104-D001,P00104,U015,field,operational,2023-11-11,,True
P00104-D002,P00104,U015,hard_area,training,2022-08-04,2023-11-10,False
P00104-D003,P00104,U015,field,operational,2021-09-25,2022-08-03,False
P00104-D004,P00104,U015,field,operational,2021-03-23,2021-09-24,False
P00104-D005,P00104,U015,hard_area,static,2019-07-02,2021-03-22,False
P00104-D006,P00104,U015,static_station,static,2018-08-22,2019-07-01,False
P00105-D001,P00105,U002,hard_area,operational,2023-01-19,,True
P00105-D002,P00105,U002,field,training,2022-02-25,2023-01-18,False
P00105-D003,P00105,U002,hard_area,operational,2021-10-25,2022-02-24,False
P00105-D004,P00105,U002,static_station,training,2020-12-26,2021-10-24,False
P00105-D005,P00105,U002,hard_area,training,2020-07-24,2020-12-25,False
P00105-D006,P00105,U002,static_station,training,2018-06-11,2020-07-23,False
P00105-D007,P00105,U002,field,operational,2017-08-13,2018-06-10,False
P00105-D008,P00105,U002,hard_area,training,2017-02-01,2017-08-12,False
P00106-D001,P00106,U004,static_station,static,2025-02-04,,True
P00106-D002,P00106,U004,hard_area,training,2023-06-09,2025-02-03,False
P00106-D003,P00106,U004,field,operational,2022-12-09,2023-06-08,False
P00106-D004,P00106,U004,hard_area,training,2021-10-20,2022-12-08,False
P00106-D005,P00106,U004,field,operational,2019-06-28,2021-10-19,False
P00106-D006,P00106,U004,hard_area,training,2018-06-23,2019-06-27,False
P00106-D007,P00106,U004,hard_area,static,2016-12-22,2018-06-22,False
P00106-D008,P00106,U004,hard_area,training,2015-05-13,2016-12-21,False
P00107-D001,P00107,U008,hard_area,operational,2025-05-15,,True
P00108-D001,P00108,U002,hard_area,operational,2024-12-22,,True
P00109-D001,P00109,U013,static_station,operational,2026-02-27,,True
P00109-D002,P00109,U013,static_station,static,2024-07-16,2026-02-26,False
P00109-D003,P00109,U013,field,operational,2023-04-14,2024-07-15,False
P00109-D004,P00109,U013,hard_area,static,2022-04-10,2023-04-13,False
P00109-D005,P00109,U013,static_station,static,2021-07-21,2022-04-09,False
P00109-D006,P00109,U013,hard_area,training,2021-02-28,2021-07-20,False
P00110-D001,P00110,U015,hard_area,operational,2026-05-10,,True
P00110-D002,P00110,U015,static_station,training,2024-10-24,2026-05-09,False
P00111-D001,P00111,U013,field,operational,2026-06-28,,True
P00111-D002,P00111,U013,hard_area,operational,2025-10-31,2026-06-27,False
P00111-D003,P00111,U013,hard_area,training,2024-09-15,2025-10-30,False
P00111-D004,P00111,U013,hard_area,operational,2023-10-04,2024-09-14,False
P00111-D005,P00111,U013,static_station,operational,2023-02-10,2023-10-03,False
P00111-D006,P00111,U013,hard_area,operational,2022-08-18,2023-02-09,False
P00111-D007,P00111,U013,field,training,2021-05-18,2022-08-17,False
P00111-D008,P00111,U013,field,training,2021-01-15,2021-05-17,False
P00112-D001,P00112,U015,field,operational,2025-03-04,,True
P00112-D002,P00112,U015,hard_area,operational,2024-04-04,2025-03-03,False
P00112-D003,P00112,U015,static_station,operational,2023-10-30,2024-04-03,False
P00112-D004,P00112,U015,field,operational,2022-08-11,2023-10-29,False
P00112-D005,P00112,U015,hard_area,training,2021-08-06,2022-08-10,False
P00112-D006,P00112,U015,static_station,training,2021-01-27,2021-08-05,False
P00112-D007,P00112,U015,field,static,2020-06-29,2021-01-26,False
P00112-D008,P00112,U015,static_station,training,2019-11-29,2020-06-28,False
P00113-D001,P00113,U006,hard_area,operational,2024-07-16,,True
P00113-D002,P00113,U006,hard_area,operational,2023-04-27,2024-07-15,False
P00113-D003,P00113,U006,static_station,training,2021-11-06,2023-04-26,False
P00113-D004,P00113,U006,static_station,static,2020-05-04,2021-11-05,False
P00114-D001,P00114,U005,field,operational,2025-03-08,,True
P00114-D002,P00114,U005,static_station,operational,2024-08-02,2025-03-07,False
P00114-D003,P00114,U005,static_station,training,2023-11-15,2024-08-01,False
P00114-D004,P00114,U005,field,operational,2022-11-19,2023-11-14,False
P00114-D005,P00114,U005,field,training,2022-03-18,2022-11-18,False
P00114-D006,P00114,U005,field,training,2020-10-22,2022-03-17,False
P00114-D007,P00114,U005,field,static,2019-09-30,2020-10-21,False
P00114-D008,P00114,U005,hard_area,training,2018-11-16,2019-09-29,False
P00115-D001,P00115,U007,static_station,static,2025-03-31,,True
P00115-D002,P00115,U007,static_station,operational,2023-08-31,2025-03-30,False
P00116-D001,P00116,U011,static_station,operational,2024-04-05,,True
P00116-D002,P00116,U011,hard_area,static,2022-06-12,2024-04-04,False
P00116-D003,P00116,U011,static_station,training,2021-05-24,2022-06-11,False
P00116-D004,P00116,U011,hard_area,operational,2021-01-22,2021-05-23,False
P00116-D005,P00116,U011,static_station,operational,2020-02-27,2021-01-21,False
P00116-D006,P00116,U011,hard_area,training,2018-08-31,2020-02-26,False
P00116-D007,P00116,U011,static_station,operational,2017-08-21,2018-08-30,False
P00117-D001,P00117,U003,hard_area,static,2025-04-04,,True
P00117-D002,P00117,U003,static_station,operational,2023-12-04,2025-04-03,False
P00117-D003,P00117,U003,field,static,2022-03-11,2023-12-03,False
P00117-D004,P00117,U003,hard_area,operational,2021-03-16,2022-03-10,False
P00117-D005,P00117,U003,field,training,2020-02-04,2021-03-15,False
P00118-D001,P00118,U001,static_station,operational,2024-03-04,,True
P00118-D002,P00118,U001,static_station,training,2023-03-16,2024-03-03,False
P00118-D003,P00118,U001,field,operational,2021-03-29,2023-03-15,False
P00118-D004,P00118,U001,hard_area,operational,2020-03-09,2021-03-28,False
P00118-D005,P00118,U001,hard_area,operational,2018-12-06,2020-03-08,False
P00119-D001,P00119,U011,field,operational,2024-07-22,,True
P00119-D002,P00119,U011,static_station,training,2023-07-19,2024-07-21,False
P00119-D003,P00119,U011,static_station,static,2022-03-19,2023-07-18,False
P00119-D004,P00119,U011,field,static,2020-09-22,2022-03-18,False
P00119-D005,P00119,U011,static_station,training,2020-02-23,2020-09-21,False
P00119-D006,P00119,U011,hard_area,training,2019-01-28,2020-02-22,False
P00119-D007,P00119,U011,static_station,operational,2017-09-17,2019-01-27,False
P00119-D008,P00119,U011,hard_area,static,2016-07-16,2017-09-16,False
P00120-D001,P00120,U009,static_station,static,2025-03-31,,True
P00120-D002,P00120,U009,field,training,2023-09-26,2025-03-30,False
P00120-D003,P00120,U009,hard_area,training,2023-03-28,2023-09-25,False
P00120-D004,P00120,U009,static_station,static,2022-11-25,2023-03-27,False
P00120-D005,P00120,U009,hard_area,training,2021-08-09,2022-11-24,False
P00120-D006,P00120,U009,static_station,operational,2020-02-25,2021-08-08,False
P00120-D007,P00120,U009,hard_area,training,2018-06-02,2020-02-24,False
P00120-D008,P00120,U009,static_station,operational,2018-01-21,2018-06-01,False
